wav_filename,wav_filesize,transcript
common_voice_es_22001136.wav,79148,Hey
common_voice_es_22001137.wav,111404,Firefox
common_voice_es_22001141.wav,120620,cuatro
common_voice_es_22001139.wav,145196,nueve
common_voice_es_21945827.wav,112940,siete
common_voice_es_21945832.wav,76076,cero
common_voice_es_21945834.wav,77612,cuatro
common_voice_es_21945835.wav,76076,sí
common_voice_es_21945836.wav,89132,ocho
common_voice_es_21945585.wav,101420,ocho
common_voice_es_21945586.wav,99884,uno
common_voice_es_21945587.wav,89900,tres
common_voice_es_21945588.wav,95276,Firefox
common_voice_es_21945590.wav,89900,siete
common_voice_es_22002570.wav,69164,cero
common_voice_es_22002571.wav,81452,ocho
common_voice_es_22002572.wav,66860,siete
common_voice_es_22002573.wav,53804,cuatro
common_voice_es_22002608.wav,54572,no
common_voice_es_21979445.wav,116012,uno
common_voice_es_21979447.wav,106796,cero
common_voice_es_21979449.wav,121388,no
common_voice_es_21979450.wav,93740,Firefox
common_voice_es_21979452.wav,106796,nueve
common_voice_es_21966996.wav,147500,nueve
common_voice_es_21966999.wav,90668,tres
common_voice_es_21967002.wav,89132,Firefox
common_voice_es_21967003.wav,86060,no
common_voice_es_21967004.wav,84524,cinco
common_voice_es_21972921.wav,69164,sí
common_voice_es_21972923.wav,60716,dos
common_voice_es_21972924.wav,74540,cinco
common_voice_es_21972925.wav,75308,cero
common_voice_es_21972926.wav,63788,seis
common_voice_es_21967800.wav,71468,ocho
common_voice_es_21967802.wav,79148,nueve
common_voice_es_21967804.wav,72236,cuatro
common_voice_es_21967807.wav,67628,sí
common_voice_es_21967811.wav,69932,no
common_voice_es_21996039.wav,142124,tres
common_voice_es_21996040.wav,73004,dos
common_voice_es_21996041.wav,82220,seis
common_voice_es_21996042.wav,70700,nueve
common_voice_es_22040130.wav,92204,uno
common_voice_es_21996043.wav,124460,cero
common_voice_es_22040139.wav,100652,siete
common_voice_es_22040272.wav,80684,ocho
common_voice_es_22040275.wav,68396,dos
common_voice_es_22040278.wav,66860,sí
common_voice_es_22040281.wav,75308,nueve
common_voice_es_22040954.wav,106028,siete
common_voice_es_22040965.wav,116780,tres
common_voice_es_22040981.wav,90668,sí
common_voice_es_22040982.wav,76076,dos
common_voice_es_22040996.wav,73004,uno
common_voice_es_22041009.wav,92204,no
common_voice_es_22038121.wav,233516,ocho
common_voice_es_22038122.wav,92972,siete
common_voice_es_22038130.wav,82988,dos
common_voice_es_22038124.wav,89900,uno
common_voice_es_22038140.wav,65324,cuatro
common_voice_es_22038147.wav,79148,no
common_voice_es_22038151.wav,79916,nueve
common_voice_es_21988080.wav,93740,siete
common_voice_es_21988138.wav,86060,seis
common_voice_es_21988153.wav,82220,sí
common_voice_es_21988159.wav,79148,dos
common_voice_es_21988162.wav,92204,cinco
common_voice_es_21988304.wav,79916,ocho
common_voice_es_21988320.wav,80684,nueve
common_voice_es_21971701.wav,114476,sí
common_voice_es_21971706.wav,80684,no
common_voice_es_21971708.wav,79148,cuatro
common_voice_es_21971794.wav,81452,nueve
common_voice_es_21971795.wav,86060,Hey
common_voice_es_21971797.wav,66860,ocho
common_voice_es_21971798.wav,76076,tres
common_voice_es_22025601.wav,196652,uno
common_voice_es_22025605.wav,80684,dos
common_voice_es_22025608.wav,86060,nueve
common_voice_es_22025613.wav,68396,tres
common_voice_es_22025859.wav,86060,ocho
common_voice_es_22025864.wav,65324,Firefox
common_voice_es_22025865.wav,53804,cero
common_voice_es_22001782.wav,188972,cinco
common_voice_es_22001783.wav,143660,cuatro
common_voice_es_22001847.wav,112940,dos
common_voice_es_22001848.wav,102188,cero
common_voice_es_22001849.wav,111404,tres
common_voice_es_22001850.wav,109868,sí
common_voice_es_22001851.wav,126764,Firefox
common_voice_es_21992445.wav,66092,cero
common_voice_es_21992448.wav,77612,sí
common_voice_es_21992449.wav,93740,cinco
common_voice_es_21992602.wav,92204,nueve
common_voice_es_21992605.wav,82220,tres
common_voice_es_21992608.wav,80684,dos
common_voice_es_21992609.wav,93740,uno
common_voice_es_22038442.wav,89900,tres
common_voice_es_22038443.wav,89900,cinco
common_voice_es_22038444.wav,70700,ocho
common_voice_es_22038466.wav,66092,dos
common_voice_es_22038467.wav,62252,uno
common_voice_es_22038468.wav,59180,nueve
common_voice_es_22038470.wav,73004,cero
common_voice_es_22038471.wav,69932,siete
common_voice_es_21972548.wav,86828,ocho
common_voice_es_21972549.wav,84524,cuatro
common_voice_es_21972550.wav,86828,cinco
common_voice_es_21972551.wav,99116,no
common_voice_es_21972667.wav,92972,tres
common_voice_es_21972669.wav,90668,sí
common_voice_es_21972670.wav,84524,seis
common_voice_es_21972671.wav,90668,nueve
common_voice_es_21976252.wav,113708,uno
common_voice_es_21976253.wav,73772,siete
common_voice_es_21976256.wav,63020,no
common_voice_es_21976258.wav,70700,nueve
common_voice_es_21980078.wav,82220,tres
common_voice_es_21980087.wav,75308,cero
common_voice_es_21980095.wav,82220,Firefox
common_voice_es_21980126.wav,75308,ocho
common_voice_es_21972108.wav,110636,Firefox
common_voice_es_21972141.wav,116012,Hey
common_voice_es_21972144.wav,84524,siete
common_voice_es_21972147.wav,89132,no
common_voice_es_22026843.wav,169004,uno
common_voice_es_22026844.wav,87596,seis
common_voice_es_22026845.wav,86828,cuatro
common_voice_es_22026847.wav,106028,tres
common_voice_es_22026850.wav,79148,ocho
common_voice_es_21943981.wav,81452,no
common_voice_es_21943982.wav,91436,Firefox
common_voice_es_21943983.wav,86060,nueve
common_voice_es_21943984.wav,92204,dos
common_voice_es_21943985.wav,75308,seis
common_voice_es_21944065.wav,84524,siete
common_voice_es_21944066.wav,76076,Hey
common_voice_es_21944067.wav,78380,cero
common_voice_es_21992574.wav,54572,dos
common_voice_es_21944069.wav,123692,cinco
common_voice_es_21992575.wav,58412,ocho
common_voice_es_21992576.wav,54572,nueve
common_voice_es_21992578.wav,52268,cuatro
common_voice_es_21992588.wav,47660,sí
common_voice_es_21992590.wav,49964,tres
common_voice_es_21992592.wav,49964,siete
common_voice_es_21992616.wav,49964,no
common_voice_es_21992618.wav,64556,Firefox
common_voice_es_21943996.wav,99116,cuatro
common_voice_es_21943997.wav,87596,nueve
common_voice_es_21943998.wav,99884,no
common_voice_es_21943999.wav,86828,seis
common_voice_es_21944000.wav,91436,ocho
common_voice_es_21944011.wav,80684,cinco
common_voice_es_21944012.wav,76076,cero
common_voice_es_21944013.wav,76076,siete
common_voice_es_21944014.wav,69932,sí
common_voice_es_21983119.wav,291884,cinco
common_voice_es_21983120.wav,182060,tres
common_voice_es_21983123.wav,130604,Firefox
common_voice_es_21983125.wav,116780,nueve
common_voice_es_21983157.wav,127532,seis
common_voice_es_21983160.wav,99884,siete
common_voice_es_21983161.wav,109868,ocho
common_voice_es_21983162.wav,89132,cero
common_voice_es_21983163.wav,107564,no
common_voice_es_22001385.wav,100652,sí
common_voice_es_22001386.wav,77612,cero
common_voice_es_22001388.wav,70700,siete
common_voice_es_22001389.wav,51500,ocho
common_voice_es_22001435.wav,82220,no
common_voice_es_22001436.wav,58412,Firefox
common_voice_es_22001437.wav,49964,tres
common_voice_es_22001438.wav,58412,nueve
common_voice_es_22001439.wav,79148,Hey
common_voice_es_21942252.wav,76844,seis
common_voice_es_21942253.wav,56108,Hey
common_voice_es_21942254.wav,149804,cuatro
common_voice_es_21942255.wav,91436,nueve
common_voice_es_21942500.wav,107564,cero
common_voice_es_21942501.wav,73004,siete
common_voice_es_21942502.wav,62252,uno
common_voice_es_21942504.wav,66860,tres
common_voice_es_21942505.wav,61484,ocho
common_voice_es_21944095.wav,97580,seis
common_voice_es_21944097.wav,140588,uno
common_voice_es_21944100.wav,115244,cero
common_voice_es_21944105.wav,89900,siete
common_voice_es_21944240.wav,85292,sí
common_voice_es_21944241.wav,73772,Hey
common_voice_es_21944242.wav,68396,no
common_voice_es_21944243.wav,92204,Firefox
common_voice_es_21944244.wav,69932,nueve
common_voice_es_21994499.wav,92204,uno
common_voice_es_21994501.wav,104492,Hey
common_voice_es_21994611.wav,67628,no
common_voice_es_21994612.wav,76076,dos
common_voice_es_21994614.wav,82988,cero
common_voice_es_21994694.wav,58412,nueve
common_voice_es_21994695.wav,82220,Firefox
common_voice_es_21994696.wav,66860,sí
common_voice_es_21994697.wav,70700,ocho
common_voice_es_21996919.wav,109868,siete
common_voice_es_21996921.wav,68396,seis
common_voice_es_21996922.wav,73772,cinco
common_voice_es_21996923.wav,66860,dos
common_voice_es_21997017.wav,65324,Hey
common_voice_es_21997019.wav,57644,nueve
common_voice_es_21997021.wav,67628,tres
common_voice_es_21997023.wav,73004,ocho
common_voice_es_21997024.wav,63788,sí
common_voice_es_21964846.wav,113708,Firefox
common_voice_es_21964850.wav,72236,no
common_voice_es_21964852.wav,70700,seis
common_voice_es_21964854.wav,66860,siete
common_voice_es_21965060.wav,135212,uno
common_voice_es_21965061.wav,80684,cuatro
common_voice_es_21965062.wav,69932,ocho
common_voice_es_21965063.wav,69164,dos
common_voice_es_21965064.wav,63788,tres
common_voice_es_21995672.wav,99116,sí
common_voice_es_21995674.wav,82220,Hey
common_voice_es_21995677.wav,79148,siete
common_voice_es_21995678.wav,100652,seis
common_voice_es_21995679.wav,89132,cuatro
common_voice_es_21995879.wav,103724,cero
common_voice_es_21995883.wav,88364,nueve
common_voice_es_21995889.wav,80684,uno
common_voice_es_21995972.wav,58412,no
common_voice_es_22036986.wav,138284,uno
common_voice_es_22036988.wav,63020,tres
common_voice_es_22036995.wav,70700,siete
common_voice_es_22037000.wav,65324,sí
common_voice_es_22037001.wav,67628,cero
common_voice_es_22037023.wav,63788,nueve
common_voice_es_22037024.wav,70700,Hey
common_voice_es_22037026.wav,73004,Firefox
common_voice_es_22037027.wav,67628,dos
common_voice_es_22037028.wav,71468,ocho
common_voice_es_22036251.wav,112172,ocho
common_voice_es_22036252.wav,59948,dos
common_voice_es_22036254.wav,56876,tres
common_voice_es_22036255.wav,59180,Hey
common_voice_es_22036256.wav,57644,no
common_voice_es_22036281.wav,50732,sí
common_voice_es_22036283.wav,56108,cinco
common_voice_es_22036284.wav,56108,siete
common_voice_es_22036285.wav,55340,uno
common_voice_es_22036287.wav,72236,nueve
common_voice_es_21986371.wav,86060,seis
common_voice_es_21986377.wav,67628,siete
common_voice_es_21986380.wav,93740,cinco
common_voice_es_21986600.wav,59180,cero
common_voice_es_21986602.wav,63788,nueve
common_voice_es_21986604.wav,59948,uno
common_voice_es_21986608.wav,62252,sí
common_voice_es_21986633.wav,77612,Firefox
common_voice_es_21986638.wav,70700,ocho
common_voice_es_21986639.wav,70700,dos
common_voice_es_21994671.wav,88364,cuatro
common_voice_es_21994672.wav,84524,siete
common_voice_es_21994673.wav,69932,cero
common_voice_es_21994674.wav,78380,cinco
common_voice_es_21994676.wav,71468,sí
common_voice_es_21994724.wav,72236,ocho
common_voice_es_21994725.wav,89900,seis
common_voice_es_21994726.wav,72236,tres
common_voice_es_21994727.wav,73004,uno
common_voice_es_21994728.wav,72236,dos
common_voice_es_21944175.wav,133676,nueve
common_voice_es_21944191.wav,82220,tres
common_voice_es_21944192.wav,79148,seis
common_voice_es_21944193.wav,81452,ocho
common_voice_es_21944194.wav,69932,Hey
common_voice_es_21944216.wav,101420,no
common_voice_es_21944219.wav,75308,sí
common_voice_es_21944221.wav,80684,uno
common_voice_es_21944223.wav,82220,Firefox
common_voice_es_21944225.wav,72236,cinco
common_voice_es_21984551.wav,103724,ocho
common_voice_es_21984554.wav,150572,seis
common_voice_es_21984558.wav,111404,cero
common_voice_es_21984560.wav,152876,nueve
common_voice_es_22034999.wav,86060,cinco
common_voice_es_22035004.wav,120620,uno
common_voice_es_22035007.wav,88364,sí
common_voice_es_22035010.wav,76076,no
common_voice_es_22035106.wav,86060,dos
common_voice_es_22035110.wav,116012,tres
common_voice_es_22035112.wav,77612,siete
common_voice_es_21999683.wav,77612,Hey
common_voice_es_21999684.wav,85292,nueve
common_voice_es_21999700.wav,73772,siete
common_voice_es_21999703.wav,71468,seis
common_voice_es_21999705.wav,90668,tres
common_voice_es_21999709.wav,88364,cinco
common_voice_es_21999711.wav,80684,ocho
common_voice_es_21999750.wav,76076,sí
common_voice_es_21999748.wav,60716,no
common_voice_es_21999751.wav,77612,Firefox
common_voice_es_21999753.wav,66092,uno
common_voice_es_21983659.wav,98348,uno
common_voice_es_21983660.wav,76076,Hey
common_voice_es_21983661.wav,73772,nueve
common_voice_es_21983852.wav,79148,siete
common_voice_es_21983862.wav,64556,seis
common_voice_es_21983881.wav,75308,ocho
common_voice_es_21983885.wav,48428,cinco
common_voice_es_21983888.wav,62252,sí
common_voice_es_21983890.wav,53036,cuatro
common_voice_es_21983939.wav,61484,no
common_voice_es_21983941.wav,58412,dos
common_voice_es_21992005.wav,75308,nueve
common_voice_es_21992008.wav,95276,cinco
common_voice_es_21992010.wav,94508,tres
common_voice_es_21992011.wav,88364,uno
common_voice_es_21992069.wav,75308,Firefox
common_voice_es_21992073.wav,76844,ocho
common_voice_es_21992075.wav,65324,dos
common_voice_es_21992078.wav,68396,Hey
common_voice_es_21992139.wav,65324,seis
common_voice_es_21992141.wav,73772,cero
common_voice_es_21992140.wav,56108,no
common_voice_es_21977514.wav,113708,siete
common_voice_es_21977516.wav,74540,dos
common_voice_es_21977522.wav,115244,ocho
common_voice_es_21977524.wav,119084,tres
common_voice_es_21977690.wav,88364,cuatro
common_voice_es_21977697.wav,72236,no
common_voice_es_21977700.wav,73004,nueve
common_voice_es_21977755.wav,87596,uno
common_voice_es_21977757.wav,79916,seis
common_voice_es_21977761.wav,66860,sí
common_voice_es_21977763.wav,86828,Firefox
common_voice_es_21940225.wav,89900,ocho
common_voice_es_21940230.wav,120620,tres
common_voice_es_21940236.wav,95276,cuatro
common_voice_es_21940241.wav,89132,seis
common_voice_es_21940575.wav,129836,Firefox
common_voice_es_21940576.wav,93740,uno
common_voice_es_21940602.wav,79916,nueve
common_voice_es_21940603.wav,81452,siete
common_voice_es_21940605.wav,84524,dos
common_voice_es_21940618.wav,58412,sí
common_voice_es_21940617.wav,63020,no
common_voice_es_22038043.wav,122156,ocho
common_voice_es_22038047.wav,102188,nueve
common_voice_es_22038049.wav,119084,cinco
common_voice_es_22038051.wav,66860,Hey
common_voice_es_22038107.wav,97580,dos
common_voice_es_22038109.wav,70700,sí
common_voice_es_22038111.wav,76844,siete
common_voice_es_22040454.wav,86828,tres
common_voice_es_22040457.wav,65324,no
common_voice_es_22040460.wav,76844,uno
common_voice_es_22040462.wav,75308,cuatro
common_voice_es_21940154.wav,66860,uno
common_voice_es_21940155.wav,70700,dos
common_voice_es_21940156.wav,89132,no
common_voice_es_21940157.wav,93740,ocho
common_voice_es_21940226.wav,75308,sí
common_voice_es_21940229.wav,79916,tres
common_voice_es_21940240.wav,80684,nueve
common_voice_es_21940263.wav,78380,Hey
common_voice_es_21940264.wav,76076,cuatro
common_voice_es_21940265.wav,82988,siete
common_voice_es_21940266.wav,75308,cero
common_voice_es_21979791.wav,48428,sí
common_voice_es_21979797.wav,53804,tres
common_voice_es_21979800.wav,46124,uno
common_voice_es_21979817.wav,71468,Firefox
common_voice_es_21979828.wav,52268,nueve
common_voice_es_21979832.wav,53804,dos
common_voice_es_21979836.wav,56108,ocho
common_voice_es_21979909.wav,53804,cero
common_voice_es_21979910.wav,53804,Hey
common_voice_es_21979911.wav,53804,cuatro
common_voice_es_21979912.wav,46124,no
common_voice_es_21995435.wav,73772,cero
common_voice_es_21995439.wav,102956,Hey
common_voice_es_21995441.wav,116012,no
common_voice_es_21995448.wav,97580,ocho
common_voice_es_21995499.wav,89900,Firefox
common_voice_es_21995500.wav,78380,dos
common_voice_es_21995501.wav,91436,seis
common_voice_es_21995502.wav,110636,cuatro
common_voice_es_21995744.wav,86060,uno
common_voice_es_21995746.wav,91436,cinco
common_voice_es_21995749.wav,77612,siete
common_voice_es_21995752.wav,84524,tres
common_voice_es_22032869.wav,63788,uno
common_voice_es_22032875.wav,53804,cero
common_voice_es_22032879.wav,60716,nueve
common_voice_es_22032885.wav,76844,seis
common_voice_es_22033000.wav,59948,Hey
common_voice_es_22033005.wav,49196,ocho
common_voice_es_22033013.wav,57644,cuatro
common_voice_es_22033019.wav,46124,dos
common_voice_es_22033027.wav,61484,Firefox
common_voice_es_22033155.wav,51500,no
common_voice_es_22033162.wav,47660,sí
common_voice_es_22033167.wav,59948,cinco
common_voice_es_21972837.wav,94508,cinco
common_voice_es_21972838.wav,88364,no
common_voice_es_21972839.wav,91436,dos
common_voice_es_21972840.wav,99116,nueve
common_voice_es_21973082.wav,92972,uno
common_voice_es_21972843.wav,96044,cero
common_voice_es_21973086.wav,92204,siete
common_voice_es_21973089.wav,82220,sí
common_voice_es_21973090.wav,82988,Hey
common_voice_es_21973091.wav,84524,seis
common_voice_es_21973194.wav,92972,Firefox
common_voice_es_21973199.wav,83756,tres
common_voice_es_21981289.wav,74540,siete
common_voice_es_21981293.wav,73004,cero
common_voice_es_21981297.wav,110636,seis
common_voice_es_21982951.wav,73004,no
common_voice_es_21982952.wav,71468,nueve
common_voice_es_21982953.wav,80684,cuatro
common_voice_es_21982954.wav,76076,uno
common_voice_es_21982956.wav,90668,ocho
common_voice_es_21983070.wav,74540,cinco
common_voice_es_21983071.wav,76844,Firefox
common_voice_es_21983072.wav,78380,Hey
common_voice_es_21983074.wav,79916,dos
common_voice_es_21999123.wav,78380,dos
common_voice_es_21999127.wav,67628,seis
common_voice_es_21999129.wav,73772,Hey
common_voice_es_21999131.wav,64556,uno
common_voice_es_21999143.wav,57644,no
common_voice_es_21999144.wav,53804,ocho
common_voice_es_21999145.wav,54572,cinco
common_voice_es_21999146.wav,62252,nueve
common_voice_es_21999157.wav,76844,siete
common_voice_es_21999159.wav,60716,cuatro
common_voice_es_21999161.wav,54572,cero
common_voice_es_22001622.wav,88364,cinco
common_voice_es_21999164.wav,53036,sí
common_voice_es_22001624.wav,89900,sí
common_voice_es_22001626.wav,82220,seis
common_voice_es_22001630.wav,81452,Hey
common_voice_es_22001697.wav,63020,tres
common_voice_es_22001698.wav,82220,siete
common_voice_es_22001699.wav,55340,no
common_voice_es_22001700.wav,88364,nueve
common_voice_es_22001701.wav,71468,uno
common_voice_es_22001717.wav,70700,cero
common_voice_es_22001718.wav,64556,dos
common_voice_es_22001720.wav,65324,ocho
common_voice_es_21968644.wav,70700,seis
common_voice_es_21968665.wav,61484,ocho
common_voice_es_21968672.wav,69164,tres
common_voice_es_21968718.wav,64556,Hey
common_voice_es_21968723.wav,58412,cero
common_voice_es_21968725.wav,58412,dos
common_voice_es_21968733.wav,54572,uno
common_voice_es_21968731.wav,68396,nueve
common_voice_es_21980559.wav,90668,Firefox
common_voice_es_21980560.wav,76076,siete
common_voice_es_21980561.wav,73004,cuatro
common_voice_es_21980562.wav,59180,no
common_voice_es_21971387.wav,84524,seis
common_voice_es_21971388.wav,86060,ocho
common_voice_es_21971390.wav,84524,cuatro
common_voice_es_21971391.wav,63788,sí
common_voice_es_21971754.wav,153644,siete
common_voice_es_21971756.wav,84524,Firefox
common_voice_es_21971757.wav,92972,no
common_voice_es_21971758.wav,76076,cero
common_voice_es_21971881.wav,73772,uno
common_voice_es_21971882.wav,93740,tres
common_voice_es_21971884.wav,85292,cinco
common_voice_es_21971886.wav,60716,dos
common_voice_es_21994857.wav,124460,seis
common_voice_es_21994859.wav,92204,sí
common_voice_es_21994863.wav,108332,nueve
common_voice_es_21994894.wav,90668,uno
common_voice_es_21994895.wav,122924,Firefox
common_voice_es_21994896.wav,84524,no
common_voice_es_21994897.wav,95276,dos
common_voice_es_21994898.wav,109100,cero
common_voice_es_21994909.wav,95276,tres
common_voice_es_21994910.wav,94508,cinco
common_voice_es_21994911.wav,107564,Hey
common_voice_es_21994912.wav,102188,ocho
common_voice_es_21986292.wav,93740,seis
common_voice_es_21986294.wav,65324,uno
common_voice_es_21986295.wav,57644,tres
common_voice_es_21986298.wav,61484,cinco
common_voice_es_21986411.wav,85292,ocho
common_voice_es_21986414.wav,61484,no
common_voice_es_21986416.wav,58412,sí
common_voice_es_21986418.wav,62252,dos
common_voice_es_21986436.wav,61484,siete
common_voice_es_21986440.wav,61484,Firefox
common_voice_es_21986442.wav,62252,cero
common_voice_es_21986444.wav,50732,Hey
common_voice_es_21938869.wav,84524,tres
common_voice_es_21938870.wav,80684,cinco
common_voice_es_21938871.wav,77612,cuatro
common_voice_es_21938889.wav,88364,uno
common_voice_es_21938896.wav,81452,ocho
common_voice_es_21938898.wav,78380,nueve
common_voice_es_21938901.wav,78380,sí
common_voice_es_21938908.wav,73772,dos
common_voice_es_21938909.wav,79148,siete
common_voice_es_21938912.wav,76844,Hey
common_voice_es_21938935.wav,67628,no
common_voice_es_21938936.wav,84524,cero
common_voice_es_21946233.wav,147500,ocho
common_voice_es_21946234.wav,116780,cuatro
common_voice_es_21946235.wav,102188,seis
common_voice_es_21946236.wav,97580,tres
common_voice_es_21946237.wav,109868,dos
common_voice_es_21946273.wav,106796,uno
common_voice_es_21946274.wav,85292,cero
common_voice_es_21946275.wav,82988,sí
common_voice_es_21946276.wav,96044,Hey
common_voice_es_21946290.wav,69164,no
common_voice_es_21946291.wav,75308,cinco
common_voice_es_21946293.wav,96812,siete
common_voice_es_21981338.wav,112172,Firefox
common_voice_es_21981340.wav,88364,ocho
common_voice_es_21981341.wav,89132,cero
common_voice_es_21981343.wav,71468,uno
common_voice_es_21981345.wav,88364,dos
common_voice_es_21981496.wav,86060,cinco
common_voice_es_21981499.wav,76076,nueve
common_voice_es_21981501.wav,84524,cuatro
common_voice_es_21981503.wav,97580,Hey
common_voice_es_21981600.wav,69932,seis
common_voice_es_21981604.wav,71468,siete
common_voice_es_21981609.wav,78380,no
common_voice_es_21938182.wav,108332,nueve
common_voice_es_21938183.wav,94508,sí
common_voice_es_21938185.wav,93740,ocho
common_voice_es_21938239.wav,75308,tres
common_voice_es_21938240.wav,73772,Hey
common_voice_es_21938241.wav,70700,cinco
common_voice_es_21938242.wav,75308,seis
common_voice_es_21938243.wav,71468,dos
common_voice_es_21938269.wav,75308,Firefox
common_voice_es_21938270.wav,59948,cuatro
common_voice_es_21938271.wav,57644,uno
common_voice_es_21938272.wav,49964,cero
common_voice_es_22032931.wav,90668,no
common_voice_es_22032936.wav,80684,sí
