wav_filename,wav_filesize,transcript
common_voice_es_21940225.wav,89900,ocho
common_voice_es_21940230.wav,120620,tres
common_voice_es_21940236.wav,95276,cuatro
common_voice_es_21940241.wav,89132,seis
common_voice_es_21940575.wav,129836,firefox
common_voice_es_21940576.wav,93740,uno
common_voice_es_21940602.wav,79916,nueve
common_voice_es_21940603.wav,81452,siete
common_voice_es_21940605.wav,84524,dos
common_voice_es_21940617.wav,63020,no
common_voice_es_21940618.wav,58412,si
common_voice_es_22038043.wav,122156,ocho
common_voice_es_22038047.wav,102188,nueve
common_voice_es_22038049.wav,119084,cinco
common_voice_es_22038051.wav,66860,hey
common_voice_es_22038107.wav,97580,dos
common_voice_es_22038109.wav,70700,si
common_voice_es_22038111.wav,76844,siete
common_voice_es_22040454.wav,86828,tres
common_voice_es_22040457.wav,65324,no
common_voice_es_22040460.wav,76844,uno
common_voice_es_22040462.wav,75308,cuatro
common_voice_es_21940154.wav,66860,uno
common_voice_es_21940155.wav,70700,dos
common_voice_es_21940156.wav,89132,no
common_voice_es_21940157.wav,93740,ocho
common_voice_es_21940226.wav,75308,si
common_voice_es_21940229.wav,79916,tres
common_voice_es_21940240.wav,80684,nueve
common_voice_es_21940263.wav,78380,hey
common_voice_es_21940264.wav,76076,cuatro
common_voice_es_21940265.wav,82988,siete
common_voice_es_21940266.wav,75308,cero
common_voice_es_21979791.wav,48428,si
common_voice_es_21979797.wav,53804,tres
common_voice_es_21979800.wav,46124,uno
common_voice_es_21979817.wav,71468,firefox
common_voice_es_21979828.wav,52268,nueve
common_voice_es_21979832.wav,53804,dos
common_voice_es_21979836.wav,56108,ocho
common_voice_es_21979909.wav,53804,cero
common_voice_es_21979910.wav,53804,hey
common_voice_es_21979911.wav,53804,cuatro
common_voice_es_21979912.wav,46124,no
common_voice_es_21995435.wav,73772,cero
common_voice_es_21995439.wav,102956,hey
common_voice_es_21995441.wav,116012,no
common_voice_es_21995448.wav,97580,ocho
common_voice_es_21995499.wav,89900,firefox
common_voice_es_21995500.wav,78380,dos
common_voice_es_21995501.wav,91436,seis
common_voice_es_21995502.wav,110636,cuatro
common_voice_es_21995744.wav,86060,uno
common_voice_es_21995746.wav,91436,cinco
common_voice_es_21995749.wav,77612,siete
common_voice_es_21995752.wav,84524,tres
common_voice_es_22032869.wav,63788,uno
common_voice_es_22032875.wav,53804,cero
common_voice_es_22032879.wav,60716,nueve
common_voice_es_22032885.wav,76844,seis
common_voice_es_22033000.wav,59948,hey
common_voice_es_22033005.wav,49196,ocho
common_voice_es_22033013.wav,57644,cuatro
common_voice_es_22033019.wav,46124,dos
common_voice_es_22033027.wav,61484,firefox
common_voice_es_22033155.wav,51500,no
common_voice_es_22033162.wav,47660,si
common_voice_es_22033167.wav,59948,cinco
common_voice_es_21972837.wav,94508,cinco
common_voice_es_21972838.wav,88364,no
common_voice_es_21972839.wav,91436,dos
common_voice_es_21972840.wav,99116,nueve
common_voice_es_21972843.wav,96044,cero
common_voice_es_21973082.wav,92972,uno
common_voice_es_21973086.wav,92204,siete
common_voice_es_21973089.wav,82220,si
common_voice_es_21973090.wav,82988,hey
common_voice_es_21973091.wav,84524,seis
common_voice_es_21973194.wav,92972,firefox
common_voice_es_21973199.wav,83756,tres
common_voice_es_21981289.wav,74540,siete
common_voice_es_21981293.wav,73004,cero
common_voice_es_21981297.wav,110636,seis
common_voice_es_21982951.wav,73004,no
common_voice_es_21982952.wav,71468,nueve
common_voice_es_21982953.wav,80684,cuatro
common_voice_es_21982954.wav,76076,uno
common_voice_es_21982956.wav,90668,ocho
common_voice_es_21983070.wav,74540,cinco
common_voice_es_21983071.wav,76844,firefox
common_voice_es_21983072.wav,78380,hey
common_voice_es_21983074.wav,79916,dos
common_voice_es_21999123.wav,78380,dos
common_voice_es_21999127.wav,67628,seis
common_voice_es_21999129.wav,73772,hey
common_voice_es_21999131.wav,64556,uno
common_voice_es_21999143.wav,57644,no
common_voice_es_21999144.wav,53804,ocho
common_voice_es_21999145.wav,54572,cinco
common_voice_es_21999146.wav,62252,nueve
common_voice_es_21999157.wav,76844,siete
common_voice_es_21999159.wav,60716,cuatro
common_voice_es_21999161.wav,54572,cero
common_voice_es_21999164.wav,53036,si
common_voice_es_22001622.wav,88364,cinco
common_voice_es_22001624.wav,89900,si
common_voice_es_22001626.wav,82220,seis
common_voice_es_22001630.wav,81452,hey
common_voice_es_22001697.wav,63020,tres
common_voice_es_22001698.wav,82220,siete
common_voice_es_22001699.wav,55340,no
common_voice_es_22001700.wav,88364,nueve
common_voice_es_22001701.wav,71468,uno
common_voice_es_22001717.wav,70700,cero
common_voice_es_22001718.wav,64556,dos
common_voice_es_22001720.wav,65324,ocho
common_voice_es_21968644.wav,70700,seis
common_voice_es_21968665.wav,61484,ocho
common_voice_es_21968672.wav,69164,tres
common_voice_es_21968718.wav,64556,hey
common_voice_es_21968723.wav,58412,cero
common_voice_es_21968725.wav,58412,dos
common_voice_es_21968731.wav,68396,nueve
common_voice_es_21968733.wav,54572,uno
common_voice_es_21980559.wav,90668,firefox
common_voice_es_21980560.wav,76076,siete
common_voice_es_21980561.wav,73004,cuatro
common_voice_es_21980562.wav,59180,no
common_voice_es_21971387.wav,84524,seis
common_voice_es_21971390.wav,84524,cuatro
common_voice_es_21971388.wav,86060,ocho
common_voice_es_21971391.wav,63788,si
common_voice_es_21971754.wav,153644,siete
common_voice_es_21971756.wav,84524,firefox
common_voice_es_21971757.wav,92972,no
common_voice_es_21971758.wav,76076,cero
common_voice_es_21971881.wav,73772,uno
common_voice_es_21971882.wav,93740,tres
common_voice_es_21971886.wav,60716,dos
common_voice_es_21971884.wav,85292,cinco
common_voice_es_21994857.wav,124460,seis
common_voice_es_21994859.wav,92204,si
common_voice_es_21994863.wav,108332,nueve
common_voice_es_21994894.wav,90668,uno
common_voice_es_21994895.wav,122924,firefox
common_voice_es_21994896.wav,84524,no
common_voice_es_21994897.wav,95276,dos
common_voice_es_21994898.wav,109100,cero
common_voice_es_21994909.wav,95276,tres
common_voice_es_21994910.wav,94508,cinco
common_voice_es_21994911.wav,107564,hey
common_voice_es_21994912.wav,102188,ocho
common_voice_es_21986292.wav,93740,seis
common_voice_es_21986294.wav,65324,uno
common_voice_es_21986295.wav,57644,tres
common_voice_es_21986298.wav,61484,cinco
common_voice_es_21986411.wav,85292,ocho
common_voice_es_21986414.wav,61484,no
common_voice_es_21986416.wav,58412,si
common_voice_es_21986418.wav,62252,dos
common_voice_es_21986436.wav,61484,siete
common_voice_es_21986440.wav,61484,firefox
common_voice_es_21986442.wav,62252,cero
common_voice_es_21986444.wav,50732,hey
common_voice_es_21938869.wav,84524,tres
common_voice_es_21938870.wav,80684,cinco
common_voice_es_21938871.wav,77612,cuatro
common_voice_es_21938889.wav,88364,uno
common_voice_es_21938896.wav,81452,ocho
common_voice_es_21938898.wav,78380,nueve
common_voice_es_21938901.wav,78380,si
common_voice_es_21938908.wav,73772,dos
common_voice_es_21938909.wav,79148,siete
common_voice_es_21938912.wav,76844,hey
common_voice_es_21938935.wav,67628,no
common_voice_es_21938936.wav,84524,cero
common_voice_es_21946233.wav,147500,ocho
common_voice_es_21946234.wav,116780,cuatro
common_voice_es_21946235.wav,102188,seis
common_voice_es_21946236.wav,97580,tres
common_voice_es_21946237.wav,109868,dos
common_voice_es_21946273.wav,106796,uno
common_voice_es_21946274.wav,85292,cero
common_voice_es_21946275.wav,82988,si
common_voice_es_21946276.wav,96044,hey
common_voice_es_21946290.wav,69164,no
common_voice_es_21946291.wav,75308,cinco
common_voice_es_21946293.wav,96812,siete
common_voice_es_21981338.wav,112172,firefox
common_voice_es_21981340.wav,88364,ocho
common_voice_es_21981341.wav,89132,cero
common_voice_es_21981343.wav,71468,uno
common_voice_es_21981345.wav,88364,dos
common_voice_es_21981496.wav,86060,cinco
common_voice_es_21981499.wav,76076,nueve
common_voice_es_21981501.wav,84524,cuatro
common_voice_es_21981503.wav,97580,hey
common_voice_es_21981600.wav,69932,seis
common_voice_es_21981604.wav,71468,siete
common_voice_es_21981609.wav,78380,no
common_voice_es_21938182.wav,108332,nueve
common_voice_es_21938183.wav,94508,si
common_voice_es_21938239.wav,75308,tres
common_voice_es_21938185.wav,93740,ocho
common_voice_es_21938240.wav,73772,hey
common_voice_es_21938241.wav,70700,cinco
common_voice_es_21938242.wav,75308,seis
common_voice_es_21938243.wav,71468,dos
common_voice_es_21938269.wav,75308,firefox
common_voice_es_21938270.wav,59948,cuatro
common_voice_es_21938271.wav,57644,uno
common_voice_es_21938272.wav,49964,cero
common_voice_es_22032931.wav,90668,no
common_voice_es_22032936.wav,80684,si
common_voice_es_22032938.wav,86828,cero
common_voice_es_22032951.wav,88364,dos
common_voice_es_22033097.wav,69164,uno
common_voice_es_22033107.wav,67628,cinco
common_voice_es_22033104.wav,65324,ocho
common_voice_es_22033387.wav,61484,hey
common_voice_es_22033392.wav,59948,seis
common_voice_es_22033395.wav,65324,firefox
common_voice_es_22033398.wav,57644,siete
common_voice_es_22033401.wav,53804,tres
common_voice_es_22034848.wav,74540,cuatro
common_voice_es_22034855.wav,71468,tres
common_voice_es_22034856.wav,76844,dos
common_voice_es_22034857.wav,69164,nueve
common_voice_es_22034888.wav,67628,cero
common_voice_es_22034889.wav,66860,uno
common_voice_es_22034890.wav,65324,no
common_voice_es_22034891.wav,67628,hey
common_voice_es_22034892.wav,65324,ocho
common_voice_es_22034933.wav,57644,si
common_voice_es_22034935.wav,62252,siete
common_voice_es_22034938.wav,65324,cinco
common_voice_es_21991458.wav,79148,ocho
common_voice_es_21991459.wav,99884,firefox
common_voice_es_21991460.wav,82988,seis
common_voice_es_21991461.wav,109868,cuatro
common_voice_es_21991462.wav,107564,tres
common_voice_es_21991497.wav,87596,siete
common_voice_es_21991498.wav,71468,nueve
common_voice_es_21991499.wav,71468,cinco
common_voice_es_21991500.wav,65324,si
common_voice_es_21991520.wav,78380,no
common_voice_es_21991521.wav,63020,dos
common_voice_es_21991522.wav,70700,cero
common_voice_es_21991524.wav,72236,uno
common_voice_es_22005895.wav,152108,siete
common_voice_es_22005896.wav,142124,no
common_voice_es_22005897.wav,164396,ocho
common_voice_es_22005898.wav,147500,dos
common_voice_es_22005994.wav,126764,nueve
common_voice_es_22005995.wav,94508,cuatro
common_voice_es_22005996.wav,102956,si
common_voice_es_22005997.wav,99884,tres
common_voice_es_22005998.wav,125228,hey
common_voice_es_22006059.wav,115244,firefox
common_voice_es_22006060.wav,103724,cinco
common_voice_es_22006062.wav,111404,seis
common_voice_es_22006065.wav,95276,uno
common_voice_es_21937963.wav,127532,ocho
common_voice_es_21937964.wav,81452,seis
common_voice_es_21937965.wav,85292,cinco
common_voice_es_21937966.wav,89900,firefox
common_voice_es_21937967.wav,76844,nueve
common_voice_es_21937969.wav,73004,dos
common_voice_es_21937972.wav,59948,hey
common_voice_es_21937973.wav,66092,cuatro
common_voice_es_21937974.wav,66860,tres
common_voice_es_21937993.wav,69164,cero
common_voice_es_21937994.wav,63788,no
common_voice_es_21937995.wav,67628,siete
common_voice_es_21937996.wav,56108,si
common_voice_es_21999773.wav,117548,nueve
common_voice_es_21999778.wav,148268,tres
common_voice_es_21999779.wav,137516,dos
common_voice_es_21999780.wav,122156,cinco
common_voice_es_21999941.wav,99116,firefox
common_voice_es_21999957.wav,92204,ocho
common_voice_es_22000051.wav,178220,cuatro
common_voice_es_22000055.wav,87596,no
common_voice_es_22000056.wav,91436,seis
common_voice_es_22000057.wav,86060,hey
common_voice_es_22000058.wav,88364,siete
common_voice_es_22001195.wav,104492,cero
common_voice_es_22001196.wav,86828,si
common_voice_es_21998817.wav,59948,seis
common_voice_es_21998819.wav,50732,nueve
common_voice_es_21998820.wav,59180,cinco
common_voice_es_21998821.wav,57644,no
common_voice_es_21998858.wav,90668,ocho
common_voice_es_21998859.wav,66860,tres
common_voice_es_21998862.wav,60716,cuatro
common_voice_es_21998863.wav,65324,firefox
common_voice_es_21998866.wav,67628,dos
common_voice_es_21998867.wav,56108,si
common_voice_es_21998868.wav,58412,uno
common_voice_es_21998869.wav,53804,cero
common_voice_es_21998870.wav,61484,siete
common_voice_es_21996434.wav,73772,uno
common_voice_es_21996436.wav,70700,nueve
common_voice_es_21996437.wav,63020,seis
common_voice_es_21996439.wav,63788,hey
common_voice_es_21996765.wav,60716,siete
common_voice_es_21996766.wav,72236,cuatro
common_voice_es_21996768.wav,54572,firefox
common_voice_es_21996769.wav,73772,cinco
common_voice_es_21996770.wav,59948,ocho
common_voice_es_21996969.wav,50732,dos
common_voice_es_21996971.wav,52268,tres
common_voice_es_21996973.wav,52268,si
common_voice_es_21996974.wav,57644,cero
common_voice_es_21992958.wav,113708,seis
common_voice_es_21992960.wav,99884,no
common_voice_es_21992961.wav,79916,cero
common_voice_es_21992962.wav,76844,dos
common_voice_es_21992988.wav,101420,siete
common_voice_es_21992989.wav,68396,nueve
common_voice_es_21992990.wav,71468,firefox
common_voice_es_21992991.wav,75308,si
common_voice_es_21992992.wav,76844,uno
common_voice_es_21993033.wav,99116,ocho
common_voice_es_21993034.wav,69164,hey
common_voice_es_21993035.wav,73772,cuatro
common_voice_es_21993036.wav,76844,cinco
common_voice_es_21946320.wav,143660,dos
common_voice_es_21946321.wav,102188,ocho
common_voice_es_21946323.wav,125996,cuatro
common_voice_es_21946324.wav,117548,cinco
common_voice_es_21946326.wav,92204,no
common_voice_es_21946375.wav,93740,seis
common_voice_es_21946376.wav,113708,firefox
common_voice_es_21946377.wav,97580,nueve
common_voice_es_21946379.wav,84524,si
common_voice_es_21946530.wav,102188,cero
common_voice_es_21946532.wav,92204,siete
common_voice_es_21946531.wav,86828,uno
common_voice_es_21992710.wav,110636,cero
common_voice_es_21946533.wav,99116,hey
common_voice_es_21992712.wav,144428,cuatro
common_voice_es_21992715.wav,102956,nueve
common_voice_es_21992717.wav,92972,siete
common_voice_es_21992718.wav,112940,uno
common_voice_es_21992752.wav,100652,cinco
common_voice_es_21992753.wav,83756,tres
common_voice_es_21992754.wav,83756,ocho
common_voice_es_21992755.wav,100652,hey
common_voice_es_21992756.wav,101420,si
common_voice_es_21992916.wav,107564,no
common_voice_es_21992917.wav,88364,seis
common_voice_es_21992919.wav,115244,firefox
common_voice_es_21942460.wav,62252,tres
common_voice_es_21942463.wav,66860,firefox
common_voice_es_21942464.wav,59948,cuatro
common_voice_es_21942465.wav,48428,hey
common_voice_es_21942629.wav,40748,no
common_voice_es_21942630.wav,56876,si
common_voice_es_21942631.wav,46124,cinco
common_voice_es_21942632.wav,54572,nueve
common_voice_es_21942633.wav,53804,uno
common_voice_es_21942795.wav,64556,seis
common_voice_es_21942796.wav,50732,cero
common_voice_es_21942797.wav,63788,ocho
common_voice_es_21942798.wav,62252,dos
common_voice_es_22024210.wav,85308,cuatro
common_voice_es_22024213.wav,76112,si
common_voice_es_22024215.wav,79456,uno
common_voice_es_22024217.wav,68590,hey
common_voice_es_22024218.wav,73604,no
common_voice_es_22024319.wav,92830,firefox
common_voice_es_22024321.wav,85308,siete
common_voice_es_22024323.wav,80292,ocho
common_voice_es_22024324.wav,87816,dos
common_voice_es_22024327.wav,83636,seis
common_voice_es_22025615.wav,96044,cinco
common_voice_es_22025616.wav,83756,tres
common_voice_es_22025620.wav,92972,nueve
common_voice_es_21966812.wav,63788,si
common_voice_es_21966813.wav,73004,dos
common_voice_es_21966814.wav,67628,hey
common_voice_es_21966815.wav,67628,cero
common_voice_es_21966955.wav,64556,tres
common_voice_es_21966956.wav,64556,cuatro
common_voice_es_21966957.wav,64556,ocho
common_voice_es_21966958.wav,63788,uno
common_voice_es_21966959.wav,63020,no
common_voice_es_21966970.wav,59948,siete
common_voice_es_21966971.wav,76076,firefox
common_voice_es_21966972.wav,66860,nueve
common_voice_es_21966973.wav,63020,seis
common_voice_es_21940631.wav,106796,ocho
common_voice_es_21940632.wav,138284,seis
common_voice_es_21940634.wav,129068,dos
common_voice_es_21940635.wav,100652,cuatro
common_voice_es_21940636.wav,101420,nueve
common_voice_es_21940654.wav,86828,siete
common_voice_es_21940656.wav,96044,tres
common_voice_es_21940657.wav,109100,cinco
common_voice_es_21940658.wav,109100,cero
common_voice_es_21940659.wav,97580,si
common_voice_es_21940675.wav,88364,no
common_voice_es_21940677.wav,74540,uno
common_voice_es_21940678.wav,69932,hey
common_voice_es_22021996.wav,68396,si
common_voice_es_22021998.wav,84524,cinco
common_voice_es_22021999.wav,73004,no
common_voice_es_22022000.wav,84524,tres
common_voice_es_22022092.wav,82220,cero
common_voice_es_22022094.wav,71468,siete
common_voice_es_22022095.wav,79148,seis
common_voice_es_22022097.wav,81452,ocho
common_voice_es_22022099.wav,71468,cuatro
common_voice_es_22022184.wav,79148,nueve
common_voice_es_22022186.wav,62252,hey
common_voice_es_22022188.wav,81452,firefox
common_voice_es_22022189.wav,69164,dos
common_voice_es_21979478.wav,296492,cuatro
common_voice_es_21979481.wav,176684,ocho
common_voice_es_21979486.wav,98348,siete
common_voice_es_21979488.wav,86060,uno
common_voice_es_21979626.wav,102956,no
common_voice_es_21979627.wav,95276,firefox
common_voice_es_21979628.wav,96812,tres
common_voice_es_21979629.wav,82220,hey
common_voice_es_21979983.wav,72236,nueve
common_voice_es_21979995.wav,76076,seis
common_voice_es_21979996.wav,68396,cero
common_voice_es_21979997.wav,72236,si
common_voice_es_21980369.wav,66092,dos
common_voice_es_21985266.wav,131372,ocho
common_voice_es_21985267.wav,94508,si
common_voice_es_21985269.wav,93740,siete
common_voice_es_21985271.wav,77612,hey
common_voice_es_21985275.wav,79916,tres
common_voice_es_21985582.wav,125228,no
common_voice_es_21985591.wav,83756,dos
common_voice_es_21985598.wav,73004,cuatro
common_voice_es_21985601.wav,86060,firefox
common_voice_es_21986082.wav,73004,nueve
common_voice_es_21986084.wav,80684,cinco
common_voice_es_21986086.wav,65324,cero
common_voice_es_21986089.wav,67628,uno
common_voice_es_21985636.wav,78380,si
common_voice_es_21985641.wav,83756,no
common_voice_es_21985650.wav,78380,tres
common_voice_es_21985645.wav,81452,firefox
common_voice_es_21985693.wav,73772,siete
common_voice_es_21985698.wav,84524,cuatro
common_voice_es_21985701.wav,78380,ocho
common_voice_es_21985705.wav,75308,seis
common_voice_es_21985710.wav,82988,cero
common_voice_es_21985798.wav,78380,nueve
common_voice_es_21985803.wav,76076,hey
common_voice_es_21985806.wav,73772,cinco
common_voice_es_21985810.wav,78380,dos
common_voice_es_21996029.wav,112172,cero
common_voice_es_21996030.wav,79916,firefox
common_voice_es_21996032.wav,76076,hey
common_voice_es_21996033.wav,79148,dos
common_voice_es_21996091.wav,73772,siete
common_voice_es_21996093.wav,69932,uno
common_voice_es_21996094.wav,68396,tres
common_voice_es_21996106.wav,52268,si
common_voice_es_21996107.wav,59948,cuatro
common_voice_es_21996144.wav,92204,cinco
common_voice_es_21996145.wav,61484,seis
common_voice_es_21996146.wav,59180,no
common_voice_es_21996147.wav,64556,ocho
common_voice_es_21945074.wav,78380,hey
common_voice_es_21945075.wav,62252,tres
common_voice_es_21945076.wav,62252,seis
common_voice_es_21945077.wav,73772,ocho
common_voice_es_21945078.wav,62252,cinco
common_voice_es_21945079.wav,57644,siete
common_voice_es_21945080.wav,56108,uno
common_voice_es_21945081.wav,53804,cero
common_voice_es_21945082.wav,55340,si
common_voice_es_21945083.wav,57644,nueve
common_voice_es_21945114.wav,73004,firefox
common_voice_es_21945116.wav,56876,cuatro
common_voice_es_21945117.wav,49964,no
common_voice_es_21961267.wav,76844,dos
common_voice_es_21961270.wav,104492,seis
common_voice_es_21961277.wav,70700,cuatro
common_voice_es_21961280.wav,174380,ocho
common_voice_es_21961284.wav,103724,hey
common_voice_es_21961341.wav,82220,siete
common_voice_es_21961342.wav,66860,tres
common_voice_es_21961344.wav,70700,no
common_voice_es_21961343.wav,76076,uno
common_voice_es_21961469.wav,84524,firefox
common_voice_es_21961470.wav,66092,cero
common_voice_es_21961471.wav,61484,si
common_voice_es_21961472.wav,73004,cinco
common_voice_es_22007043.wav,55340,cero
common_voice_es_22007048.wav,69932,ocho
common_voice_es_22007051.wav,59180,cinco
common_voice_es_22007052.wav,61484,firefox
common_voice_es_22007181.wav,60716,no
common_voice_es_22007192.wav,49964,uno
common_voice_es_22007193.wav,65324,cuatro
common_voice_es_22007194.wav,61484,siete
common_voice_es_22007197.wav,56876,tres
common_voice_es_22007426.wav,44588,seis
common_voice_es_22007434.wav,51500,dos
common_voice_es_22007435.wav,55340,nueve
common_voice_es_22007436.wav,46124,hey
common_voice_es_21975760.wav,259628,hey
common_voice_es_21975763.wav,76844,cuatro
common_voice_es_21975764.wav,71468,seis
common_voice_es_21975767.wav,122156,cinco
common_voice_es_21975768.wav,82220,uno
common_voice_es_21975856.wav,79916,dos
common_voice_es_21975857.wav,73004,no
common_voice_es_21975858.wav,66860,nueve
common_voice_es_21975859.wav,69932,ocho
common_voice_es_21975860.wav,74540,firefox
common_voice_es_21976304.wav,69164,tres
common_voice_es_21976301.wav,64556,si
common_voice_es_21976305.wav,76076,siete
common_voice_es_21976306.wav,67628,cero
common_voice_es_21969737.wav,66860,cinco
common_voice_es_21969738.wav,98348,cero
common_voice_es_21969739.wav,79148,si
common_voice_es_21969740.wav,84524,uno
common_voice_es_21969741.wav,83756,siete
common_voice_es_21970110.wav,93740,cuatro
common_voice_es_21970115.wav,63788,tres
common_voice_es_21970118.wav,71468,seis
common_voice_es_21970122.wav,56876,hey
common_voice_es_21970124.wav,75308,ocho
common_voice_es_21970511.wav,84524,dos
common_voice_es_21970512.wav,89900,firefox
common_voice_es_21970513.wav,84524,no
common_voice_es_21970882.wav,100652,ocho
common_voice_es_21970514.wav,73772,nueve
common_voice_es_21970883.wav,81452,no
common_voice_es_21970885.wav,67628,nueve
common_voice_es_21970887.wav,64556,uno
common_voice_es_21971764.wav,73772,tres
common_voice_es_21970888.wav,66092,si
common_voice_es_21971766.wav,64556,cuatro
common_voice_es_21971765.wav,59180,hey
common_voice_es_21971767.wav,58412,seis
common_voice_es_21971768.wav,61484,siete
common_voice_es_21971826.wav,71468,cero
common_voice_es_21971827.wav,68396,cinco
common_voice_es_21971830.wav,72236,firefox
common_voice_es_21971829.wav,63020,dos
common_voice_es_22036776.wav,72236,dos
common_voice_es_22036778.wav,59948,uno
common_voice_es_22036779.wav,60716,no
common_voice_es_22036782.wav,66860,firefox
common_voice_es_22036785.wav,73772,cero
common_voice_es_22036800.wav,69932,seis
common_voice_es_22036801.wav,61484,si
common_voice_es_22036805.wav,69932,nueve
common_voice_es_22036807.wav,69164,hey
common_voice_es_22036810.wav,63788,cuatro
common_voice_es_22036843.wav,60716,ocho
common_voice_es_22036844.wav,71468,siete
common_voice_es_22036846.wav,59948,cinco
common_voice_es_22036847.wav,60716,tres
common_voice_es_21928373.wav,127532,no
common_voice_es_21928374.wav,107564,uno
common_voice_es_21928375.wav,81452,si
common_voice_es_21928376.wav,76844,dos
common_voice_es_21928377.wav,96044,firefox
common_voice_es_21928378.wav,81452,cero
common_voice_es_21928379.wav,70700,hey
common_voice_es_21928380.wav,78380,seis
common_voice_es_21928381.wav,82220,siete
common_voice_es_21928382.wav,79916,ocho
common_voice_es_21928383.wav,82220,nueve
common_voice_es_21928384.wav,77612,tres
common_voice_es_21928385.wav,97580,cuatro
common_voice_es_21928386.wav,73004,cinco
common_voice_es_21998908.wav,76844,si
common_voice_es_21998910.wav,79148,hey
common_voice_es_21998915.wav,67628,cero
common_voice_es_21998918.wav,75308,ocho
common_voice_es_21998919.wav,80684,dos
common_voice_es_21999082.wav,79916,uno
common_voice_es_21999083.wav,79148,seis
common_voice_es_21999084.wav,66860,no
common_voice_es_21999085.wav,69164,tres
common_voice_es_21999086.wav,69164,nueve
common_voice_es_21999212.wav,76844,firefox
common_voice_es_21999213.wav,73772,siete
common_voice_es_21999214.wav,70700,cuatro
common_voice_es_21999215.wav,69932,cinco
common_voice_es_21984538.wav,64556,nueve
common_voice_es_21984539.wav,76076,ocho
common_voice_es_21984540.wav,75308,si
common_voice_es_21984541.wav,79148,firefox
common_voice_es_21984817.wav,69932,hey
common_voice_es_21984820.wav,72236,dos
common_voice_es_21984823.wav,89900,no
common_voice_es_21984826.wav,88364,siete
common_voice_es_21984830.wav,92204,cinco
common_voice_es_21985104.wav,72236,tres
